Quote, Company Name, CUSIP,Algorithm,Consensus, Consensus Price, Consensus Date, Previous Consensus, Previous Consensus Price, Previous Consensus Date,Avg. HPR (Long), Avg. HPR (Short), Std. Dev (Long), Std. Dev (Short), Current Price, Target Price, Target Met, Target Ex-Date, Window #, Window Accuracy (Long),Window Accuracy (Short), Number of Trades, Avg. Trade Duration (mos), Inception Date, Fund Ranking (YTD-1), Mkt Ranking, Peer #1 Quote, Peer #1 Name,Peer #1 YTD-1 Fund Ranking, Peer #1 Mkt Ranking, Peer #2 Quote, Peer #2 Name,Peer #2 YTD-1 Fund Ranking, Peer #2 Mkt Ranking
INFI,INFINITY PHARMACEUTICALS INC.,45665G303,Momentum Analyzer V1.0,SHORT,$12.50 ,9-Apr-12,BUY,$7.35 ,7-Oct-08,8.86%,43.97%,149.49pp,128.13pp,$35.04 ,$7.00 ,N,4-Mar-14,5,66.67%,66.67%,6,23,14-Nov-01,2.8,2.79,ROCHE HOLDING LTD. (ADR),RHHBY,3.06,4.1,NOVARTIS AG (ADR),NVS,2.88,2.94
ING,ING GROEP N.V. (ADR),456837103,Trend Analyzer V3.1,BUY,$44.76 ,16-Feb-07,HOLD,$25.17 ,29-Sep-04,34.17%,-61.02%,100.00pp,175.83pp,$9.43 ,$60.05 ,N,20-Jun-10,15,100.00%,50.00%,4,41,17-Dec-99,2.11,3.36,AEGON N.V. (ADR),AEG,2.64,4.19,DELTA LLOYD N.V.,DLLLF,2.59,3.84
ING,ING GROEP N.V. (ADR),456837103,Momentum Analyzer V1.0,SHORT,$9.21 ,23-Jan-12,SHORT,$36.74 ,8-Jun-06,-43.27%,-42.62%,226.29pp,176.01pp,$9.43 ,$13.14 ,Y,7-Jan-14,15,66.67%,50.00%,5,24,10-Jun-03,2.11,3.36,AEGON N.V. (ADR),AEG,2.64,4.19,DELTA LLOYD N.V.,DLLLF,2.59,3.84
INO,INOVIO PHARMACEUTICALS INC.,45773H102,Trend Analyzer V3.1,SHORT,$0.99 ,13-Aug-08,SHORT,$2.54 ,27-Mar-06,-61.02%,6.62%,100.00pp,100.00pp,$0.49 ,$0.92 ,Y,23-Feb-12,15,0.00%,100.00%,3,43,28-Aug-02,2.54,3.49,JOHNSON & JOHNSON,JNJ,3.13,2.62,SANOFI SA (ADR),SNY,3.05,3.52
INO,INOVIO PHARMACEUTICALS INC.,45773H102,Momentum Analyzer V1.0,BUY,$0.37 ,14-Dec-11,SHORT,$0.80 ,26-Aug-10,-78.51%,41.70%,104.87pp,119.01pp,$0.49 ,$0.08 ,Y,7-Feb-14,20,33.33%,100.00%,6,26,26-May-00,2.54,3.49,JOHNSON & JOHNSON,JNJ,3.13,2.62,SANOFI SA (ADR),SNY,3.05,3.52
INPH,INTERPHASE CORPORATION,460593106,Trend Analyzer V3.1,SHORT,$9.56 ,18-Dec-07,HOLD,$6.36 ,17-May-06,21.63%,-2.15%,204.80pp,149.42pp,$2.60 ,$9.77 ,Y,24-Dec-09,5,66.67%,75.00%,7,25,22-Mar-99,2.7,4.82,ADTRAN INC.,ADTN,3.06,3.53,CISCO SYSTEMS INC.,CSCO,3.04,2.68
INPH,INTERPHASE CORPORATION,460593106,Momentum Analyzer V1.0,BUY,$3.54 ,3-Aug-12,SHORT,$8.52 ,18-Jan-08,-16.96%,51.92%,100.00pp,104.30pp,$2.60 ,$2.94 ,N,20-Jan-16,10,0.00%,100.00%,4,42,24-Jun-99,2.7,4.82,ADTRAN INC.,ADTN,3.06,3.53,CISCO SYSTEMS INC.,CSCO,3.04,2.68
INTC,INTEL CORPORATION,458140100,Trend Analyzer V3.1,SHORT,$24.19 ,7-Sep-12,BUY,$12.74 ,27-Feb-09,49.90%,-0.32%,187.65pp,128.30pp,$20.51 ,$24.27 ,Y,2-Jul-14,5,75.00%,75.00%,8,22,29-Oct-98,3.1,3.1,INTEL CORPORATION,INTC,3.1,3.1,APPLIED MICRO CIRCUITS CORP.,AMCC,2.83,2.54
INTC,INTEL CORPORATION,458140100,Momentum Analyzer V1.0,SHORT,$28.19 ,27-Mar-12,BUY,$18.18 ,26-Aug-10,55.06%,28.00%,100.00pp,100.00pp,$20.51 ,$20.30 ,N,30-Aug-14,15,100.00%,100.00%,3,30,21-Nov-05,3.1,3.1,INTEL CORPORATION,INTC,3.1,3.1,APPLIED MICRO CIRCUITS CORP.,AMCC,2.83,2.54
INTT,INTEST CORPORATION,461147100,Trend Analyzer V3.1,SHORT,$2.42 ,11-Nov-11,BUY,$2.26 ,19-Apr-10,7.08%,62.52%,100.00pp,100.00pp,$2.65 ,$0.91 ,N,10-Dec-14,20,100.00%,50.00%,3,38,22-Dec-03,2.65,4.31,FORMFACTOR INC.,FORM,3.11,3.91,CASCADE MICROTECH INC.,CSCD,2.82,4.54
INTT,INTEST CORPORATION,461147100,Momentum Analyzer V1.0,BUY,$0.37 ,18-Nov-08,SHORT,$3.88 ,12-Nov-02,-24.51%,75.62%,100.00pp,108.45pp,$2.65 ,$0.28 ,Y,9-Oct-12,15,50.00%,100.00%,4,47,23-Oct-97,2.65,4.31,FORMFACTOR INC.,FORM,3.11,3.91,CASCADE MICROTECH INC.,CSCD,2.82,4.54
INTU,INTUIT INC.,461202103,Trend Analyzer V3.1,SHORT,$47.96 ,22-Jul-11,BUY,$29.04 ,9-Jun-08,131.01%,12.15%,139.88pp,103.30pp,$60.34 ,$42.13 ,N,19-Jun-13,20,100.00%,66.67%,5,23,2-Sep-03,2.99,1.97,MICROSOFT CORPORATION,MSFT,3.27,3.47,INTUIT INC.,INTU,2.99,1.97
INTU,INTUIT INC.,461202103,Momentum Analyzer V1.0,BUY,$57.52 ,21-Feb-12,HOLD,$50.36 ,10-Jun-11,367.16%,-100.00%,100.00pp,NaNpp,$60.34 ,$268.71 ,N,29-Aug-15,15,100.00%,0.00%,4,43,5-Apr-99,2.99,1.97,MICROSOFT CORPORATION,MSFT,3.27,3.47,INTUIT INC.,INTU,2.99,1.97
INTX,INTERSECTIONS INC.,-1,Trend Analyzer V3.1,SHORT,$11.19 ,10-Sep-12,SHORT,$11.96 ,18-Apr-12,-3.53%,-4.41%,154.29pp,110.97pp,$9.20 ,$11.68 ,Y,13-Jul-13,10,60.00%,80.00%,10,10,20-Oct-04,2.36,4.13,TOTAL SYSTEM SERVICES INC.,TSS,3.21,1.93,FAIR ISAAC CORPORATION,FICO,2.96,2.26
INTX,INTERSECTIONS INC.,-1,Momentum Analyzer V1.0,BUY,$5.36 ,25-Sep-09,SHORT,$10.00 ,25-Apr-07,4.61%,28.37%,120.20pp,114.05pp,$9.20 ,$5.61 ,Y,26-Mar-11,10,66.67%,100.00%,5,18,6-Sep-05,2.36,4.13,TOTAL SYSTEM SERVICES INC.,TSS,3.21,1.93,FAIR ISAAC CORPORATION,FICO,2.96,2.26
IO,,462044108,Trend Analyzer V3.1,BUY,$4.48 ,22-Sep-10,SHORT,$13.53 ,9-Aug-07,11.00%,0.51%,141.08pp,178.23pp,$6.31 ,$4.97 ,Y,18-Oct-12,10,33.33%,25.00%,7,25,6-Nov-98,-1,-1,DAWSON GEOPHYSICAL COMPANY,DWSN,2.84,4.31,SCHLUMBERGER LIMITED.,SLB,2.83,1.84
IO,,462044108,Momentum Analyzer V1.0,SHORT,$6.39 ,7-Nov-12,BUY,$5.15 ,3-Jun-10,1.55%,37.60%,191.84pp,111.80pp,$6.31 ,$3.99 ,N,18-Oct-14,15,0.00%,25.00%,8,24,28-Oct-97,-1,-1,DAWSON GEOPHYSICAL COMPANY,DWSN,2.84,4.31,SCHLUMBERGER LIMITED.,SLB,2.83,1.84
IOSP,INNOSPEC INC.,45768S105,Trend Analyzer V3.1,SHORT,$12.24 ,20-May-10,BUY,$9.17 ,3-Nov-06,33.48%,-100.00%,100.00pp,NaNpp,$33.41 ,$24.48 ,N,5-Dec-14,15,100.00%,0.00%,3,55,9-Sep-99,2.8,3.7,NEWMARKET CORPORATION,NEU,3.1,2.25,INNOSPEC INC.,IOSP,2.8,3.7
IOSP,INNOSPEC INC.,45768S105,Momentum Analyzer V1.0,BUY,$10.28 ,25-Jun-10,SHORT,$19.67 ,5-Nov-07,180.95%,26.94%,153.20pp,111.71pp,$33.41 ,$28.88 ,Y,25-Oct-12,20,100.00%,100.00%,6,28,27-Apr-99,2.8,3.7,NEWMARKET CORPORATION,NEU,3.1,2.25,INNOSPEC INC.,IOSP,2.8,3.7
IP,INTERNATIONAL PAPER COMPANY,460146103,Trend Analyzer V3.1,SHORT,$27.23 ,30-Dec-09,BUY,$24.76 ,10-Jun-08,6.21%,27.29%,103.55pp,103.97pp,$39.62 ,$19.80 ,N,21-Nov-12,20,100.00%,66.67%,5,35,20-Nov-98,2.53,2.94,KAPSTONE PAPER AND PACKAGING CORP.,KS,2.97,3.16,WAUSAU PAPER CORP.,WPP,2.81,3.97
IP,INTERNATIONAL PAPER COMPANY,460146103,Momentum Analyzer V1.0,SHORT,$37.59 ,15-Oct-12,BUY,$28.30 ,10-Jun-11,32.35%,4.84%,100.36pp,100.00pp,$39.62 ,$35.77 ,N,7-Dec-13,15,100.00%,50.00%,4,14,10-Jul-08,2.53,2.94,KAPSTONE PAPER AND PACKAGING CORP.,KS,2.97,3.16,WAUSAU PAPER CORP.,WPP,2.81,3.97
IPAR,INTER PARFUMS INC.,458334109,Trend Analyzer V3.1,SHORT,$18.17 ,21-Sep-12,SHORT,$23.09 ,15-Jul-11,102.18%,-100.00%,212.20pp,NaNpp,$19.65 ,$36.34 ,Y,4-Sep-14,15,75.00%,33.33%,7,24,31-Aug-99,2.99,4.31,BEIERSDORF A G,BDRFF,3.17,1.64,INTER PARFUMS INC.,IPAR,2.99,4.31
IPAR,INTER PARFUMS INC.,458334109,Momentum Analyzer V1.0,BUY,$12.17 ,31-Dec-09,HOLD,$8.23 ,10-Oct-05,179.37%,-7.13%,165.79pp,154.70pp,$19.65 ,$34.00 ,N,21-Dec-11,10,100.00%,66.67%,7,24,14-Jul-99,2.99,4.31,BEIERSDORF A G,BDRFF,3.17,1.64,INTER PARFUMS INC.,IPAR,2.99,4.31
IPAS,IPASS INC.,-1,Trend Analyzer V3.1,SHORT,$1.84 ,23-Nov-12,HOLD,$1.83 ,11-Sep-12,0.73%,1.63%,120.87pp,143.55pp,$1.80 ,$1.81 ,Y,22-Apr-13,5,77.78%,70.00%,19,5,26-May-05,2.87,4.17,IPASS INC.,IPAS,2.87,4.17,BOINGO WIRELESS INC,WIFI,2.85,2.84
IPAS,IPASS INC.,-1,Momentum Analyzer V1.0,BUY,$1.77 ,10-Dec-12,HOLD,$1.36 ,9-May-11,14.29%,-1.25%,100.00pp,141.36pp,$1.80 ,$2.02 ,N,3-Feb-14,10,100.00%,50.00%,4,14,3-Jul-08,2.87,4.17,IPASS INC.,IPAS,2.87,4.17,BOINGO WIRELESS INC,WIFI,2.85,2.84
IPG,INTERPUBLIC GROUP OF COMPANIES INC.,460690100,Trend Analyzer V3.1,SHORT,$10.98 ,7-Sep-12,BUY,$8.87 ,21-Nov-11,23.79%,-27.99%,100.00pp,100.00pp,$10.83 ,$14.05 ,Y,23-Sep-13,5,50.00%,0.00%,3,13,9-Dec-09,2.15,3.82,MICROSOFT CORPORATION,MSFT,3.3,2.18,TIME WARNER INC.,TWX,2.68,2.39
IPG,INTERPUBLIC GROUP OF COMPANIES INC.,460690100,Momentum Analyzer V1.0,BUY,$11.22 ,5-May-11,BUY,$3.90 ,14-Nov-08,-36.91%,-100.00%,165.65pp,NaNpp,$10.83 ,$7.08 ,Y,15-Nov-13,10,33.33%,66.67%,6,31,3-Mar-98,2.15,3.82,MICROSOFT CORPORATION,MSFT,3.3,2.18,TIME WARNER INC.,TWX,2.68,2.39
IPI,INTREPID POTASH INC.,46121Y102,Trend Analyzer V3.1,SHORT,$26.09 ,28-Apr-10,BUY,$24.84 ,20-Jul-09,5.03%,-25.39%,100.00pp,100.00pp,$20.87 ,$32.71 ,Y,17-Aug-11,10,50.00%,0.00%,3,16,2-Mar-09,-1,-1,,,-1,-1,,,-1,-1
IPI,INTREPID POTASH INC.,46121Y102,Momentum Analyzer V1.0,BUY,$29.00 ,27-Sep-11,SHORT,$33.46 ,16-Mar-11,-7.75%,27.93%,100.00pp,112.88pp,$20.87 ,$26.75 ,N,23-Nov-12,20,0.00%,100.00%,4,14,18-Jun-08,-1,-1,,,-1,-1,,,-1,-1
IPT,IPARTY CORP.,46261R107,Trend Analyzer V3.1,SHORT,$0.19 ,12-Nov-12,BUY,$0.14 ,20-Jan-12,35.71%,22.22%,100.00pp,100.00pp,$0.15 ,$0.15 ,N,24-Sep-16,5,100.00%,100.00%,3,47,7-Sep-01,2.48,4.22,1-800-FLOWERS.COM INC.,FLWS,2.71,3.22,UNITED ONLINE INC.,UNTD,2.65,3.38
IPT,IPARTY CORP.,46261R107,Momentum Analyzer V1.0,SHORT,$0.14 ,24-Apr-12,SHORT,$0.16 ,1-Nov-11,4.66%,9.96%,162.43pp,131.78pp,$0.15 ,$0.13 ,N,17-Apr-13,5,40.00%,60.00%,10,12,9-Jun-03,2.48,4.22,1-800-FLOWERS.COM INC.,FLWS,2.71,3.22,UNITED ONLINE INC.,UNTD,2.65,3.38
IR,INGERSOLL-RAND PLC,456866102,Trend Analyzer V3.1,SHORT,$36.13 ,30-Dec-09,BUY,$10.11 ,23-Jun-00,257.37%,13.81%,100.00pp,100.00pp,$47.08 ,$31.14 ,N,26-Oct-14,20,100.00%,50.00%,3,59,20-Nov-98,2.24,3.29,ILLINOIS TOOL WORKS INC.,ITW,3.06,2.68,AAON INC.,AAON,2.92,1.12
IR,INGERSOLL-RAND PLC,456866102,Momentum Analyzer V1.0,BUY,$23.23 ,5-May-09,SHORT,$46.48 ,1-Apr-08,312.06%,50.02%,100.00pp,100.00pp,$47.08 ,$95.72 ,N,6-Dec-12,15,100.00%,100.00%,3,44,26-Jun-02,2.24,3.29,ILLINOIS TOOL WORKS INC.,ITW,3.06,2.68,AAON INC.,AAON,2.92,1.12
IRE,BANK OF IRELAND (ADR),46267Q202,Trend Analyzer V3.1,BUY,$12.40 ,15-Jul-11,SHORT,$86.10 ,12-May-10,-53.29%,22.96%,329.80pp,140.09pp,$6.37 ,$5.79 ,Y,13-Mar-13,15,33.33%,66.67%,6,20,3-Apr-03,-1,-1,NATIONAL BANK OF GREECE (ADR),NBG,2.48,3.81,HSBC HOLDINGS PLC (ADR),HBC,2.39,1.87
IRE,BANK OF IRELAND (ADR),46267Q202,Momentum Analyzer V1.0,BUY,$812.80 ,7-Jun-07,HOLD,$673.60 ,25-Jul-05,40.57%,-77.50%,100.00pp,352.53pp,$6.37 ,"$1,142.53 ",N,22-May-11,25,100.00%,50.00%,4,48,21-Jul-97,-1,-1,NATIONAL BANK OF GREECE (ADR),NBG,2.48,3.81,HSBC HOLDINGS PLC (ADR),HBC,2.39,1.87
IRET,INVESTORS REAL ESTATE TRUST,461730103,Trend Analyzer V3.1,BUY,$7.47 ,2-Mar-12,SHORT,$9.34 ,17-May-11,4.49%,11.43%,105.04pp,106.15pp,$8.76 ,$7.81 ,Y,16-Oct-13,10,66.67%,100.00%,6,20,26-Jun-03,2.12,2.79,VORNADO REALTY TRUST,VNO,2.66,2.58,ONE LIBERTY PROPERTIES INC.,OLP,2.65,2.65
IRET,INVESTORS REAL ESTATE TRUST,461730103,Momentum Analyzer V1.0,BUY,$9.02 ,1-May-09,SHORT,$9.65 ,30-Aug-06,4.89%,6.53%,100.00pp,100.00pp,$8.76 ,$9.46 ,N,14-Aug-11,5,50.00%,100.00%,3,28,17-Apr-06,2.12,2.79,VORNADO REALTY TRUST,VNO,2.66,2.58,ONE LIBERTY PROPERTIES INC.,OLP,2.65,2.65
IRF,INTERNATIONAL RECTIFIER CORPORATION,460254105,Trend Analyzer V3.1,BUY,$13.08 ,16-Mar-09,SHORT,$40.50 ,7-Nov-00,157.14%,67.70%,100.00pp,100.00pp,$17.55 ,$33.63 ,N,4-Oct-13,15,100.00%,100.00%,3,55,1-Sep-99,2.32,4.63,MAXIM INTEGRATED PRODUCTS INC.,MXIM,3.33,1.76,TEXAS INSTRUMENTS INC.,TXN,2.94,2.09
IRF,INTERNATIONAL RECTIFIER CORPORATION,460254105,Momentum Analyzer V1.0,SHORT,$32.98 ,15-Feb-11,BUY,$13.97 ,10-Oct-08,248.97%,59.09%,147.82pp,100.00pp,$17.55 ,$13.49 ,N,26-Oct-14,25,100.00%,100.00%,4,45,31-Jul-98,2.32,4.63,MAXIM INTEGRATED PRODUCTS INC.,MXIM,3.33,1.76,TEXAS INSTRUMENTS INC.,TXN,2.94,2.09
IRIX,IRIDEX CORPORATION,462684101,Trend Analyzer V3.1,SHORT,$3.58 ,9-Feb-11,BUY,$0.72 ,26-Feb-09,272.59%,48.63%,133.45pp,129.94pp,$3.80 ,$1.84 ,N,11-Jul-13,25,100.00%,66.67%,5,29,16-Mar-01,2.85,4.09,MEDTRONIC INC.,MDT,3.07,2.08,PALOMAR MEDICAL TECH. INC,PMTI,2.85,3.47
IRIX,IRIDEX CORPORATION,462684101,Momentum Analyzer V1.0,SHORT,$8.80 ,30-Sep-05,BUY,$7.05 ,19-Oct-04,24.82%,31.22%,100.00pp,100.00pp,$3.80 ,$6.05 ,Y,8-Dec-10,10,100.00%,100.00%,3,63,24-Oct-97,2.85,4.09,MEDTRONIC INC.,MDT,3.07,2.08,PALOMAR MEDICAL TECH. INC,PMTI,2.85,3.47
IRM,IRON MOUNTAIN INCORPORATED,462846106,Trend Analyzer V3.1,SHORT,$32.18 ,27-Aug-12,BUY,$25.31 ,26-Jan-11,85.34%,-100.00%,131.84pp,NaNpp,$30.93 ,$64.36 ,Y,28-Sep-14,10,100.00%,66.67%,6,25,12-Oct-00,2.09,3.02,MOODY'S CORPORATION,MCO,3,2.59,EQUIFAX INC.,EFX,2.96,1.35
IRM,IRON MOUNTAIN INCORPORATED,462846106,Momentum Analyzer V1.0,SHORT,$31.26 ,3-Aug-11,BUY,$27.23 ,12-Mar-08,61.87%,-11.25%,129.81pp,125.79pp,$30.93 ,$34.78 ,Y,4-Jan-13,10,100.00%,50.00%,8,17,14-Nov-01,2.09,3.02,MOODY'S CORPORATION,MCO,3,2.59,EQUIFAX INC.,EFX,2.96,1.35
IRS,IRSA INVERSIONES REPRESENTACIONES (ADR),P58809107,Trend Analyzer V3.1,BUY,$6.68 ,21-Sep-12,SHORT,$12.45 ,12-May-10,49.88%,43.20%,213.54pp,116.71pp,$7.06 ,$10.01 ,N,1-Jan-15,15,66.67%,100.00%,6,28,1-Sep-99,-1,-1,OPTIBASE LTD.,OBAS,2.88,3.44,CONSOLIDATED-TOMOKA LAND CO.,CTO,2.81,3
IRS,IRSA INVERSIONES REPRESENTACIONES (ADR),P58809107,Momentum Analyzer V1.0,BUY,$16.66 ,4-Nov-10,HOLD,$14.79 ,30-Sep-10,21.91%,4.09%,107.32pp,119.16pp,$7.06 ,$20.31 ,N,14-Oct-13,30,66.67%,50.00%,5,36,21-Aug-98,-1,-1,OPTIBASE LTD.,OBAS,2.88,3.44,CONSOLIDATED-TOMOKA LAND CO.,CTO,2.81,3
ISIG,INSIGNIA SYSTEMS INC.,45765Y105,Trend Analyzer V3.1,SHORT,$3.38 ,9-Apr-07,BUY,$1.40 ,12-Apr-05,141.43%,13.58%,100.00pp,100.00pp,$1.72 ,$2.92 ,Y,12-Dec-11,25,100.00%,100.00%,3,57,23-Apr-99,2.71,4.22,VALASSIS COMMUNICATIONS INC.,VCI,2.93,2.76,INSIGNIA SYSTEMS INC.,ISIG,2.71,4.22
ISIG,INSIGNIA SYSTEMS INC.,45765Y105,Momentum Analyzer V1.0,SHORT,$0.85 ,18-Dec-08,SHORT,$3.37 ,16-Feb-07,6.16%,-100.00%,246.21pp,NaNpp,$1.72 ,$1.70 ,N,6-Oct-10,10,75.00%,50.00%,8,22,14-Dec-98,2.71,4.22,VALASSIS COMMUNICATIONS INC.,VCI,2.93,2.76,INSIGNIA SYSTEMS INC.,ISIG,2.71,4.22
ISIS,ISIS PHARMACEUTICALS INC.,464330109,Trend Analyzer V3.1,SHORT,$10.01 ,12-May-10,BUY,$8.57 ,26-Oct-06,31.56%,13.71%,112.63pp,131.66pp,$10.28 ,$8.64 ,N,3-Feb-13,15,66.67%,0.00%,5,33,31-Aug-99,2.51,2.94,BIOGEN IDEC INC.,BIIB,2.97,1.6,BRISTOL MYERS SQUIBB CO.,BMY,2.9,2.92
ISIS,ISIS PHARMACEUTICALS INC.,464330109,Momentum Analyzer V1.0,SHORT,$8.24 ,30-Jan-12,SHORT,$10.06 ,1-Sep-99,-18.09%,4.19%,100.00pp,100.00pp,$10.28 ,$7.89 ,N,12-Oct-16,15,0.00%,50.00%,3,57,26-Mar-99,2.51,2.94,BIOGEN IDEC INC.,BIIB,2.97,1.6,BRISTOL MYERS SQUIBB CO.,BMY,2.9,2.92
ISLE,ISLE OF CAPRI CASINOS,464592104,Trend Analyzer V3.1,BUY,$10.90 ,12-May-10,SHORT,$23.39 ,18-Aug-05,16.22%,-44.61%,104.01pp,276.95pp,$5.73 ,$12.67 ,N,3-Feb-13,15,66.67%,50.00%,5,33,31-Aug-99,2.36,4.11,LAKES ENTERTAINMENT INC.,LACO,2.77,3.86,MONARCH CASINO \X26 RESORT INC.,MCRI,2.58,2.69
ISLE,ISLE OF CAPRI CASINOS,464592104,Momentum Analyzer V1.0,SHORT,$26.28 ,4-Jan-07,BUY,$20.00 ,28-May-02,31.40%,-68.35%,100.00pp,100.00pp,$5.73 ,$44.24 ,Y,11-Jul-11,10,50.00%,0.00%,3,55,14-Oct-99,2.36,4.11,LAKES ENTERTAINMENT INC.,LACO,2.77,3.86,MONARCH CASINO \X26 RESORT INC.,MCRI,2.58,2.69
ISRG,INTUITIVE SURGICAL INC.,46120E602,Trend Analyzer V3.1,BUY,$531.66 ,15-Jun-12,HOLD,$325.41 ,5-Feb-10,40.63%,-100.00%,100.00pp,NaNpp,$487.17 ,$747.66 ,N,18-Sep-14,15,100.00%,50.00%,4,27,4-Mar-04,3.27,1.38,INTUITIVE SURGICAL INC.,ISRG,3.27,1.38,STRYKER CORPORATION,SYK,3.2,3.05
ISRG,INTUITIVE SURGICAL INC.,46120E602,Momentum Analyzer V1.0,BUY,$471.71 ,3-Jan-12,HOLD,$146.83 ,16-Jul-07,527.48%,-100.00%,100.00pp,NaNpp,$487.17 ,"$2,959.88 ",N,8-Sep-14,30,100.00%,50.00%,4,33,12-Jul-02,3.27,1.38,INTUITIVE SURGICAL INC.,ISRG,3.27,1.38,STRYKER CORPORATION,SYK,3.2,3.05
ISSC,INNOVATIVE SOLUTIONS & SUPPORT INC,45769N105,Trend Analyzer V3.1,BUY,$4.20 ,6-Mar-12,SHORT,$4.40 ,10-Oct-11,21.92%,25.08%,139.04pp,131.90pp,$4.95 ,$5.12 ,N,12-Apr-13,5,75.00%,100.00%,7,13,21-Jun-05,-1,-1,ROCKWELL COLLINS INC.,COL,2.96,2.56,LOCKHEED MARTIN CORP.,LMT,2.79,3.33
ISSC,INNOVATIVE SOLUTIONS & SUPPORT INC,45769N105,Momentum Analyzer V1.0,BUY,$3.45 ,22-Dec-11,SHORT,$18.50 ,25-Jul-07,362.50%,81.35%,100.00pp,100.00pp,$4.95 ,$15.96 ,N,29-Aug-15,30,100.00%,100.00%,3,45,14-Mar-02,-1,-1,ROCKWELL COLLINS INC.,COL,2.96,2.56,LOCKHEED MARTIN CORP.,LMT,2.79,3.33
ISSI,INTEGRATED SILICON SOLUTION INC.,45812P107,Trend Analyzer V3.1,BUY,$1.48 ,13-Mar-09,SHORT,$13.75 ,10-Jun-04,169.36%,85.82%,212.69pp,101.84pp,$8.89 ,$3.99 ,Y,6-Dec-11,15,100.00%,100.00%,5,33,31-Aug-99,-1,-1,MAXIM INTEGRATED PRODUCTS INC.,MXIM,3.22,1.63,TEXAS INSTRUMENTS INC.,TXN,2.86,2.22
ISSI,INTEGRATED SILICON SOLUTION INC.,45812P107,Momentum Analyzer V1.0,SHORT,$9.36 ,31-May-12,HOLD,$8.88 ,2-Sep-05,5.43%,-100.00%,100.02pp,NaNpp,$8.89 ,$18.72 ,Y,24-Sep-14,5,100.00%,66.67%,5,28,10-Sep-01,-1,-1,MAXIM INTEGRATED PRODUCTS INC.,MXIM,3.22,1.63,TEXAS INSTRUMENTS INC.,TXN,2.86,2.22
IT,,366651107,Trend Analyzer V3.1,BUY,$25.39 ,10-Apr-07,HOLD,$9.11 ,13-Apr-05,20.98%,-100.00%,100.00pp,NaNpp,$45.06 ,$30.72 ,Y,11-Oct-10,25,100.00%,50.00%,4,43,26-Apr-99,2.55,1.64,THOMAS GROUP INC.,TGISQ,2.88,4.84,FORRESTER RESEARCH INC.,FORR,2.87,3.43
IT,,366651107,Momentum Analyzer V1.0,BUY,$10.20 ,10-Jun-05,HOLD,$9.81 ,20-Aug-01,59.77%,33.12%,100.00pp,138.63pp,$45.06 ,$16.30 ,Y,27-Mar-09,5,100.00%,50.00%,4,46,10-Mar-98,2.55,1.64,THOMAS GROUP INC.,TGISQ,2.88,4.84,FORRESTER RESEARCH INC.,FORR,2.87,3.43
ITC,ITC HOLDINGS CORP.,465685105,Trend Analyzer V3.1,SHORT,$74.49 ,24-Sep-12,HOLD,$71.89 ,7-Dec-11,16.71%,-14.36%,122.55pp,128.11pp,$76.44 ,$85.19 ,Y,10-Jul-13,10,75.00%,40.00%,9,10,13-Jan-06,2.38,1.49,ALLETE INC,ALE,3.02,3.14,EXELON CORPORATION,EXC,2.52,3.82
ITC,ITC HOLDINGS CORP.,465685105,Momentum Analyzer V1.0,SHORT,$75.78 ,2-Oct-12,BUY,$45.57 ,25-Sep-09,56.68%,17.33%,106.14pp,100.00pp,$76.44 ,$62.65 ,N,26-Apr-14,5,100.00%,50.00%,4,19,21-Nov-06,2.38,1.49,ALLETE INC,ALE,3.02,3.14,EXELON CORPORATION,EXC,2.52,3.82
ITI,ITERIS INC,46564T107,Trend Analyzer V3.1,SHORT,$1.70 ,21-Sep-12,BUY,$1.30 ,15-Jul-11,67.05%,45.35%,217.98pp,122.89pp,$1.68 ,$0.93 ,N,6-Nov-14,15,66.67%,100.00%,7,26,24-Jun-98,-1,-1,IMAGE SENSING SYSTEMS INC.,ISNS,2.86,4.88,ELAN CORPORATION PLC (ADR),ELN,2.55,1.96
ITI,ITERIS INC,46564T107,Momentum Analyzer V1.0,SHORT,$2.50 ,22-Oct-07,BUY,$1.38 ,16-Jul-01,81.16%,90.95%,100.00pp,100.00pp,$1.68 ,$0.23 ,N,22-Mar-12,15,100.00%,100.00%,3,54,26-Jan-00,-1,-1,IMAGE SENSING SYSTEMS INC.,ISNS,2.86,4.88,ELAN CORPORATION PLC (ADR),ELN,2.55,1.96
ITRI,ITRON INC.,465741106,Trend Analyzer V3.1,BUY,$41.91 ,6-Mar-09,SHORT,$89.13 ,8-Aug-07,314.56%,52.98%,100.00pp,100.00pp,$44.29 ,$173.74 ,N,8-Feb-12,10,100.00%,100.00%,3,36,3-Jun-04,2.45,4.57,ROPER INDUSTRIES INC.,ROP,2.81,1.24,EMERSON ELECTRIC CO.,EMR,2.72,2.5
ITRI,ITRON INC.,465741106,Momentum Analyzer V1.0,SHORT,$81.15 ,29-Apr-10,BUY,$60.08 ,4-Feb-10,-19.10%,-100.00%,195.55pp,NaNpp,$44.29 ,$162.30 ,Y,18-Dec-12,20,33.33%,33.33%,6,32,18-Jul-97,2.45,4.57,ROPER INDUSTRIES INC.,ROP,2.81,1.24,EMERSON ELECTRIC CO.,EMR,2.72,2.5
